Record,Sample Date,Sample Year,Sample Time (local),Sample Location,Sample Lat/Long - Latitude,Sample Lat/Long - Longitude,Water Temperature (approximate),Sampling Platform,Continent,Country,Sample waters,"Sample location (Urban, Rural, Remote)",Notes,"Depth of Water Body (approximate, FW only)",Exposed rocks present in sampling area? (FW only),Substrate Type (FW only),Lab Fields,Sample Volume (L),Number of Filters,Sediment Load,Blue–Round,Blue–Round < 1.5 mm new,Blue–Round 1.6-3.1 mm,Blue–Round 3.2-5 mm,Blue–Round 5.1-9.6 mm,Blue–Filament,Blue–Filament  < 1.5 mm new,Blue–Filament 1.6-3.1 mm ,Blue–Filament 3.2-5 mm,Blue–Filament 5.1-9.6 mm,Blue–Other Shape,Blue–Other Shape  < 1.5 mm new,Blue–Other Shape  1.6-3.1 mm,Blue–Other Shape 3.2-5 mm,Blue–Other Shape 5.1-9.6 mm,Red–Round,Red–Round  < 1.5 mm new,Red–Round  1.6-3.1 mm ,Red–Round 3.2-5 mm,Red–Round 5.1-9.6 mm,Red–Filament,Red–Filament  < 1.5 mm new,Red–Filament 1.6-3.1 mm ,Red–Filament 3.2-5 mm,Red–Filament 5.1-9.6 mm,Red–Other Shape,Red–Other Shape  < 1.5 mm new,Red–Other Shape 1.6-3.1 mm ,Red–Other Shape 3.2-5 mm,Red–Other Shape 5.1-9.6 mm,Transparent–Round,Transparent–Round  < 1.5 mm new,Transparent–Round 1.6-3.1 mm,Transparent–Round 3.2-5 mm,Transparent–Round 5.1-9.6 mm,Transparent–Filament,Transparent–Filament  < 1.5 mm new,Transparent–Filament  1.6-3.1 mm,Transparent–Filament 3.2-5 mm,Transparent–Filament 5.1-9.6 mm,Transparent–Other Shape,Transparent–Other Shape  < 1.5 mm new,Transparent–Other Shape  1.6-3.1 mm,Transparent–Other Shape 3.2-5 mm,Transparent–Other Shape 5.1-9.6 mm,Black–Round,Black–Round  < 1.5 mm new,Black–Round  1.6-3.1 mm,Black–Round 3.2-5 mm,Black–Round 5.1-9.6 mm,Black–Filament,Black–Filament  < 1.5 mm new,Black–Filament 1.6-3.1 mm,Black–Filament 3.2-5 mm,Black–Filament 5.1-9.6 mm,Black–Other Shape,Black–Other Shape  < 1.5 mm new,Black–Other Shape 1.6-3.1 mm,Black–Other Shape 3.2-5 mm,Black–Other Shape 5.1-9.6 mm,Green–Round  ,Green–Filament,Green–Other Shape,Other Color–Round,Other Color–Round  < 1.5 mm new,Other Color–Round 1.6-3.1 mm ,Other Color–Round 3.2-5 mm,Other Color–Round 5.1-9.6 mm,Other Color–Filament,Other Color–Filament  < 1.5 mm new,Other Color–Filament 1.6-3.1 mm,Other Color–Filament 3.2-5 mm,Other Color–Filament 5.1-9.6 mm,Other Color–Other Shape,Other Color–Other Shape  < 1.5 mm new,Other Color–Other Shape  1.6-3.1 mm,Other Color–Other Shape 3.2-5 mm,Other Color–Other Shape 5.1-9.6 mm,Total Blue,Total Blue <1.5mm,Total Blue 1.6-3.1 mm,Total Blue 3.2-5 mm,Total Blue 5.1-9.6,Total Red,Total Red <1.5 mm,Total Red 1.6-3.1 mm,Total Red 3.2-5 mm,Total Red 5.1-9.6 mm,Total Transparent,Total Transparent <1.5 mm,Total Transparent 1.6-3.1 mm,Total Transparent 3.2-5 mm,Total Transparent 5.1-9.6 mm,Total Black,Total Black <1.5 mm,Total Black  1.6-3.1 mm ,Total Black 3.2-5 mm,Total Black 5.1-9.6 mm,Total Other Color ,Total Other Color <1.5 mm,Total Other Color  1.6-3.1 mm ,Total Other Color  3.2-5 mm,Total Other Color  5.1-9.6 mm,Total Round,Total Filament,Total Other Shape,Total Pieces,Total Pieces/L,Sample Jar Material,Plastic Type,Lab Notes,,,0
1927,6/21/2016,2016,14:41,just downstream of mid Hudson suspension bridge ,41.67749862,-73.94200866,73,Sailboat/Large Vessel,North America,USA,River,Industrial Area;River,Salinity ppt 0.5,60,,,,1.03,1,Medium,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.9,Glass,,"transparent, other shape - fiber w. nodes",,,
1928,6/21/2016,2016,15:10,Marist college,41.72139184,-73.94240982,73,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0.5,54.5,,,,1.035,1,Medium,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,1,0,0,0,0,10,3,13,12.6,Glass,,other color- white,,,
1929,6/21/2016,2016,15:41,crum elbow,41.76461308,-73.94877143,74,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0.5 ,116.4,,,,1.035,1,Medium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,2.9,Glass,,transparent- clear. Polyacridimide a crylamide 80.71%. Other color- blue/clr,,,
1930,6/21/2016,2016,16:10,cupola,41.80365804,-73.94966176,74,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0.5,45.6,,,,1,1,Medium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,1,0,1,0,1,0,0,0,5,1,6,6.0,Glass,,clr/blk,,,
1931,6/21/2016,2016,16:42,west of staatsburg town,41.84710509,-73.94798454,74,Sailboat/Large Vessel,North America,USA,River,River;Rural Area,Salinity ppt 0,56.7,,,,1.03,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Glass,,,,,
1932,6/21/2016,2016,17:24,port ewen,41.88824397,-73.9548867,74,Sailboat/Large Vessel,North America,USA,River,River;Rural Area,Salinity ppt 1,59,,,,1.03,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,3,2.9,Glass,,blk/clr,,,
1939,6/22/2016,2016,9:15,"Fairy Lake, near Bozeman MT",45.90575663,-110.9590863,11.11111111,Shore,North America,USA,Lake,Lake/Pond;Lake/Pond,,0.254,No,Gravel (small beetle to tennis ball size);Sand (gritty between fingers);Mud/Silt/Clay (not gritty between fingers),,1.3,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7692307692,Stainless steel,,Small filtration app.,,,
1941,6/22/2016,2016,11:37,Near Kingston,41.97875905,-73.95091376,75,Sailboat/Large Vessel,North America,USA,River,River;Roads present,Salinity ppt 1,29,,,,1.03,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,3,0,3,2.9,Glass,,brown/clear,,,
1942,6/22/2016,2016,13:24,turkey point ,42.01872875,-73.93535066,75,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0. Matt (visitor) had a bit of white paint on his arm. ,39,,,,1.02,1,Medium,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2.9,Glass,,,,,
1943,6/22/2016,2016,13:47,south of esopus creek,42.06262368,-73.92657867,75,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0,60,,,,1.04,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,Glass,,,,,
1944,6/22/2016,2016,14:10,Malden-on-Hudson ,42.10619386,-73.92605337,75,Sailboat/Large Vessel,North America,USA,River,River;Rural Area,Salinity ppt 0,37.7,,,,1.05,1,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1.0,Glass,,,,,
1945,6/22/2016,2016,14:32,north German town reach,42.14681583,-73.90452965,75,Sailboat/Large Vessel,North America,USA,River,River;Remote Area;Industrial Area,Salinity ppt 0,39.5,,,,1.03,1,Medium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,4,0,4,3.9,Glass,,clear/black,,,
1950,6/24/2016,2016,11:30,middle ground flats,42.25065487,-73.80845066,74,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 1,42,,,,1.03,1,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Glass,,No plastic,,,
1951,6/24/2016,2016,12:01,priming hook,42.28613455,-73.78296716,74,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0,35,,,,1.02,1,High,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3.9,Glass,,,,,
1952,6/24/2016,2016,12:22,fitchs wharf,42.3291641,-73.78417558,74,Sailboat/Large Vessel,North America,USA,River,Rural Area,Salinity ppt 0,34,No,,,1.03,1,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Glass,,No plastic,,,
1953,6/14/2016,2016,14:25,"Gutierrez Creek (Arroyo), Bariloche, Argentina",-41.15,-71.41,,Shore,South America,Argentina,Stream,Stream,"Sample depth: 0.05 m. Black down jacket (only sinthetic clothing), green space close to suburban area",1.2,No,Gravel (small beetle to tennis ball size),,1.085,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastics. Small filtration app.,,,
1954,6/24/2016,2016,12:53,rattlesnack island,42.37306188,-73.79270702,74,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0,34,,,,1.04,1,High,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.9,Glass,,,,,
1955,6/24/2016,2016,13:24,Hudson,42.43105485,-73.78099197,74,Sailboat/Large Vessel,North America,USA,River,River;Remote Area,Salinity ppt 0.5,35,,,,1.03,1,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Glass,,,,,
1956,6/24/2016,2016,13:45,barren island ,42.46115,-73.78355,74,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0.5,32,,,,1.03,1,High,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,Glass,,"Petri dish with filter inside was dropped, but did not open.",,,
1957,6/24/2016,2016,14:08,castleton on Hudson bridge,42.50089827,-73.77931969,74,Sailboat/Large Vessel,North America,USA,River,River,Salinity ppt 0.5,35,,,,1.03,1,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Glass,,No plastic,,,
1958,6/24/2016,2016,14:32,Campbell island,42.54022,-73.75720689,23.33333333,Sailboat/Large Vessel,North America,USA,River,River,salinity 0 ppt. Behind a tugboat.,10.0584,,,,1.075,2,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glass,,Zero plastics,,,
1959,6/24/2016,2016,14:48,Staats Point,42.56986,-73.75123152,23.889,Sailboat/Large Vessel,North America,USA,River,River,salinity 0.5 ppt,10.3632,,,,0.95,2,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glass,,Zero plastics,,,
1962,7/6/2015,2015,11:45,"Bear Lake, Utah",41.989352,-111.370844,18.6,Sailboat/Large Vessel,North America,USA,Lake,Lake/Pond;Lake/Pond;Lake/Pond,"Sample taken in Bear Lake (between Idaho and Utah) from motorized boat, heavy recreational use in area",0.2,No,Sand (gritty between fingers);Sand (gritty between fingers),,0.975,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3.076923077,Plastic,,"This sample bottle was a BPA-free"" nalgene. The transparent piece was thin and malleable. Small filtration app.""",,,
1963,7/14/2015,2015,15:34,"Park City, UT",40.711886,-111.526317,14.7,Wading,North America,USA,Lake,Lake/Pond;Lake/Pond,Natural inflow to manmade pond on a nature preserve - surrounded by development and downstream from ski resorts and residential use in Park City. Pond utilized by dozens of migratory shorebird species. Macrophytes,0.12,No,Mud/Silt/Clay (not gritty between fingers);Mud/Silt/Clay (not gritty between fingers),,1,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,2,"Small filtration app. Filter was green from algae or chloropigments. There was a <1.5 mm red filament that broke easily, so it was probably not weathered plastic. There was also a flat and malleable <1.5 mm blue filament; I didn't count it.",,,
1964,7/19/2015,2015,13:21,Teton Creek,43.696133,-111.165228,,Wading,North America,USA,Stream,Stream;Stream;Stream,"Sample taken in Teton Creek. Near Driggs Idaho and Grand Teton National Park. Tons of recreational use in the creek itself: fishing, rafting, SUPing, etc. Lots of fish, and overpass near sample site.",0.08,No,Gravel (small beetle to tennis ball size);Gravel (small beetle to tennis ball size);Gravel (small beetle to tennis ball size),,0.975,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastics. Filter is green from chloropigments. Small filtration app.,,,
1965,8/9/2015,2015,7:37,East Fork of Bear River,40.93144,-110.40307,9.1,Shore,North America,USA,River,River;River,"Sample taken in East Fork of Bear River, near China Meadows Campground in the Uinta Mountains. High levels of recreational use: ATV and horseback riding, fishing and camping. Saw a blue heron take flight just before taking samples. Elevation: 9393 ft. Macrophytes",0.05,No,Mud/Silt/Clay (not gritty between fingers);Mud/Silt/Clay (not gritty between fingers),,0.975,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,,Zero plastics. High density of filamentous algae. BPA-free nalgene. Small filtration app.,,,
1966,8/17/2015,2015,15:08,"East Canyon Creek in Summit County, UT",40.72655,-111.52995,20.1,Wading,North America,USA,Stream,Stream;Stream,"Sample taken in East Canyon Creek in Summit County, Utah. Area is downstream of restored wetland nature preserve. Though no public access is allowed to the riparian corridor, there are neighborhoods and high levels of recreational use nearby.",0.05,Yes,Cobbles (tennis ball to basketball size);Cobbles (tennis ball to basketball size),,0.975,2,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,2,Zero plastics. Small filtration app,,,
1967,10/4/2015,2015,14:00,Fremont River,38.277082,-111.41616,,Wading,North America,USA,River,River;River,Sample taken on the Fremont River in Southern Utah. Upstream users are mostly agricultural - ranching and farming.,0.02,Yes,Mud/Silt/Clay (not gritty between fingers);Mud/Silt/Clay (not gritty between fingers),,1.05,2,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,"Zero plastics. Small filtration app. Filter 1: Moderate density of green, filamentous algae",,,
1968,10/15/2015,2015,16:00,Green River,40.8441,-109.082079,,Wading,North America,USA,River,River;River,"Sample taken on the Green River below Flaming Gorge Reservoir in Utah. There's a lot of recreational use on the reservoir (boating, fishing, etc.) and on the river (fly fishing guides, rafters, wading fly fisherman, etc.). The dam heavily regulates the flow and temperature of the river.",0.1,Yes,Cobbles (tennis ball to basketball size);Cobbles (tennis ball to basketball size),,1.055,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2.843601896,Plastic,1,There are 2 strange 1.6-3.1 mm by 0.75 mm white fragments that could have come from the sample bottle. Small filtration app,,,
1969,10/19/2015,2015,17:30,East Canyon Creek,40.759277,-111.564207,,Shore,North America,USA,Stream,Stream;Stream,"Sample taken on East Canyon Creek before it meanders through a golf course. Snyderville Basin Water Treatment Facility located less than 50 ft. upstream from where sample was taken. The water treated here comes from home in the Park City, UT community. Not a lot of recreational use, but there is a lot of development surrounding the stream as well as ranching operations.",0.02,Yes,Gravel (small beetle to tennis ball size);Gravel (small beetle to tennis ball size),,1.05,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastics. Small filtration app.,,,
1970,10/4/2015,2015,16:38,Tobacco Rest Mountain at Curly Lake,45.625585,-112.083603,,Shore,North America,USA,Lake,,Water was cold,0.0508,Yes,Mud/Silt/Clay (not gritty between fingers);Mud/Silt/Clay (not gritty between fingers),,1,2,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,2,Zero plastics. There were two <1.5 mm blue filaments that broke. Small filtration app.,,,
1971,10/11/2015,2015,16:01,"Big Brother Lake, Madison Range",45.411844,-111.468678,,Shore,North America,USA,Lake,,Water was cold,0.0508,Yes,Cobbles (tennis ball to basketball size);Cobbles (tennis ball to basketball size),,0.95,2,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,2,Zero plastics. Small filtration app,,,
